# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CCDC102B	ENSG00000150636	ENST00000360242	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC105	ENSG00000160994	ENST00000292574	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC110	ENSG00000168491	ENST00000307588	protein_coding	1	1	0	4	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0
CCDC110	ENSG00000168491	ENST00000393540	protein_coding	1	1	0	4	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0
CCDC110	ENSG00000168491	ENST00000504020	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC110	ENSG00000168491	ENST00000506876	protein_coding	0	0	0	5	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC110	ENSG00000168491	ENST00000506962	protein_coding	0	0	0	5	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC110	ENSG00000168491	ENST00000507501	protein_coding	0	0	0	5	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC110	ENSG00000168491	ENST00000508538	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
CCDC110	ENSG00000168491	ENST00000510481	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC110	ENSG00000168491	ENST00000510617	protein_coding	1	1	0	3	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0
CCDC112	ENSG00000164221	ENST00000379611	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC112	ENSG00000164221	ENST00000395557	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC112	ENSG00000164221	ENST00000502975	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC112	ENSG00000164221	ENST00000506442	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC112	ENSG00000164221	ENST00000512261	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC113	ENSG00000103021	ENST00000219299	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC113	ENSG00000103021	ENST00000443128	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC113	ENSG00000103021	ENST00000561517	nonsense_mediated_decay	0	0	0	3	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
CCDC113	ENSG00000103021	ENST00000566498	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC113	ENSG00000103021	ENST00000569374	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2
CCDC113	ENSG00000103021	ENST00000616795	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC122	ENSG00000151773	ENST00000444614	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
CCDC122	ENSG00000151773	ENST00000470137	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
CCDC122	ENSG00000151773	ENST00000476570	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
CCDC122	ENSG00000151773	ENST00000614023	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CCDC124	ENSG00000007080	ENST00000445755	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC124	ENSG00000007080	ENST00000596123	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC124	ENSG00000007080	ENST00000597436	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC124	ENSG00000007080	ENST00000602080	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC126	ENSG00000169193	ENST00000307471	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC126	ENSG00000169193	ENST00000409765	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC126	ENSG00000169193	ENST00000410069	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC126	ENSG00000169193	ENST00000448353	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC126	ENSG00000169193	ENST00000472407	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC129	ENSG00000180347	ENST00000319386	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC129	ENSG00000180347	ENST00000407970	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC129	ENSG00000180347	ENST00000409717	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC129	ENSG00000180347	ENST00000456011	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC129	ENSG00000180347	ENST00000615280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC134	ENSG00000100147	ENST00000255784	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC134	ENSG00000100147	ENST00000402061	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC144B	ENSG00000154874	ENST00000285176	transcribed_unprocessed_pseudogene	0	0	0	5	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0
CCDC144B	ENSG00000154874	ENST00000445752	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC144B	ENSG00000154874	ENST00000455629	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC144B	ENSG00000154874	ENST00000609768	retained_intron	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CCDC144B	ENSG00000154874	ENST00000609959	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC144B	ENSG00000154874	ENST00000613211	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC144B	ENSG00000154874	ENST00000618081	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
CCDC144B	ENSG00000154874	ENST00000621104	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC144CP	ENSG00000154898	ENST00000340196	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC148	ENSG00000153237	ENST00000283233	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000409187	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000417066	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000448656	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000451554	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000454257	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC149	ENSG00000181982	ENST00000389609	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC149	ENSG00000181982	ENST00000502801	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC149	ENSG00000181982	ENST00000504487	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC149	ENSG00000181982	ENST00000507096	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC149	ENSG00000181982	ENST00000635206	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC15	ENSG00000149548	ENST00000344762	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC15	ENSG00000149548	ENST00000529051	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC157	ENSG00000187860	ENST00000338306	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC157	ENSG00000187860	ENST00000399824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC157	ENSG00000187860	ENST00000405659	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC157	ENSG00000187860	ENST00000430839	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC157	ENSG00000187860	ENST00000445005	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC157	ENSG00000187860	ENST00000475975	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC157	ENSG00000187860	ENST00000482413	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC162P	ENSG00000203799	ENST00000368966	unitary_pseudogene	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
CCDC162P	ENSG00000203799	ENST00000453496	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC167	ENSG00000198937	ENST00000373408	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC169	ENSG00000242715	ENST00000379864	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC169-SOHLH2	ENSG00000250709	ENST00000511166	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
CCDC17	ENSG00000159588	ENST00000372044	nonsense_mediated_decay	0	0	0	5	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CCDC17	ENSG00000159588	ENST00000421127	protein_coding	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
CCDC17	ENSG00000159588	ENST00000445048	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC17	ENSG00000159588	ENST00000464739	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
CCDC17	ENSG00000159588	ENST00000479529	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CCDC17	ENSG00000159588	ENST00000482416	retained_intron	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CCDC17	ENSG00000159588	ENST00000491755	retained_intron	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CCDC17	ENSG00000159588	ENST00000525599	retained_intron	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC17	ENSG00000159588	ENST00000528266	protein_coding	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
CCDC170	ENSG00000120262	ENST00000239374	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
CCDC170	ENSG00000120262	ENST00000537358	retained_intron	0	0	0	13	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0
CCDC171	ENSG00000164989	ENST00000380701	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC171	ENSG00000164989	ENST00000432954	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC171	ENSG00000164989	ENST00000449575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC171	ENSG00000164989	ENST00000470191	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC171	ENSG00000164989	ENST00000486641	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC171	ENSG00000164989	ENST00000498725	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC173	ENSG00000154479	ENST00000447353	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC178	ENSG00000166960	ENST00000300227	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC178	ENSG00000166960	ENST00000383096	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC178	ENSG00000166960	ENST00000403303	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC178	ENSG00000166960	ENST00000406524	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC178	ENSG00000166960	ENST00000579916	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC178	ENSG00000166960	ENST00000579947	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC178	ENSG00000166960	ENST00000581524	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC178	ENSG00000166960	ENST00000581852	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC178	ENSG00000166960	ENST00000583930	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC179	ENSG00000255359	ENST00000529466	retained_intron	0	0	0	20	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	2
CCDC179	ENSG00000255359	ENST00000532798	protein_coding	0	0	0	22	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	4
CCDC18	ENSG00000122483	ENST00000343253	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC18	ENSG00000122483	ENST00000370276	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC18	ENSG00000122483	ENST00000401026	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC18	ENSG00000122483	ENST00000421014	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC18	ENSG00000122483	ENST00000455267	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC180	ENSG00000197816	ENST00000471314	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC180	ENSG00000197816	ENST00000483504	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CCDC180	ENSG00000197816	ENST00000526038	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC180	ENSG00000197816	ENST00000527182	processed_transcript	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC180	ENSG00000197816	ENST00000529487	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CCDC191	ENSG00000163617	ENST00000295878	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CCDC191	ENSG00000163617	ENST00000460813	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CCDC191	ENSG00000163617	ENST00000463695	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC191	ENSG00000163617	ENST00000480588	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC191	ENSG00000163617	ENST00000481358	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CCDC191	ENSG00000163617	ENST00000483766	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC191	ENSG00000163617	ENST00000491000	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CCDC192	ENSG00000230561	ENST00000506670	processed_transcript	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC192	ENSG00000230561	ENST00000514853	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
CCDC25	ENSG00000147419	ENST00000356537	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC25	ENSG00000147419	ENST00000517979	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC25	ENSG00000147419	ENST00000519509	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC25	ENSG00000147419	ENST00000520202	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC25	ENSG00000147419	ENST00000520486	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC25	ENSG00000147419	ENST00000522915	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC25	ENSG00000147419	ENST00000523841	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC25	ENSG00000147419	ENST00000524084	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC26	ENSG00000229140	ENST00000446592	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CCDC26	ENSG00000229140	ENST00000520048	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CCDC26	ENSG00000229140	ENST00000523151	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CCDC3	ENSG00000151468	ENST00000378825	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
CCDC3	ENSG00000151468	ENST00000378839	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
CCDC33	ENSG00000140481	ENST00000398814	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
CCDC33	ENSG00000140481	ENST00000558645	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC33	ENSG00000140481	ENST00000558659	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC33	ENSG00000140481	ENST00000560148	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC33	ENSG00000140481	ENST00000561332	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC33	ENSG00000140481	ENST00000635913	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CCDC39	ENSG00000145075	ENST00000442201	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC39	ENSG00000145075	ENST00000471307	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC39	ENSG00000145075	ENST00000476379	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC40	ENSG00000141519	ENST00000374877	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC40	ENSG00000141519	ENST00000397545	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC40	ENSG00000141519	ENST00000572253	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC40	ENSG00000141519	ENST00000573903	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC40	ENSG00000141519	ENST00000574799	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC40	ENSG00000141519	ENST00000575431	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC60	ENSG00000183273	ENST00000327554	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC60	ENSG00000183273	ENST00000535685	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC60	ENSG00000183273	ENST00000536742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC60	ENSG00000183273	ENST00000539847	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC60	ENSG00000183273	ENST00000546345	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC7	ENSG00000216937	ENST00000277657	protein_coding	2	1	1	71	0	0	0	0	0	1	4	1	68	0	0	0	0	0	1	0	1	0	0	0	0
CCDC7	ENSG00000216937	ENST00000362006	protein_coding	2	1	1	72	0	0	0	0	0	1	5	1	68	0	0	0	0	0	1	0	1	0	0	0	0
CCDC7	ENSG00000216937	ENST00000535327	protein_coding	0	0	0	32	1	0	0	0	0	0	17	0	14	0	0	0	0	0	0	0	0	0	0	0	0
CCDC7	ENSG00000216937	ENST00000537047	protein_coding	0	0	0	32	1	0	0	0	0	0	17	0	14	0	0	0	0	0	0	0	0	0	0	0	0
CCDC7	ENSG00000216937	ENST00000539197	protein_coding	0	0	0	32	1	0	0	0	0	0	17	0	14	0	0	0	0	0	0	0	0	0	0	0	0
CCDC7	ENSG00000216937	ENST00000545067	protein_coding	0	0	0	20	6	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC74A	ENSG00000163040	ENST00000295171	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CCDC74A	ENSG00000163040	ENST00000409856	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CCDC74A	ENSG00000163040	ENST00000434330	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CCDC74A	ENSG00000163040	ENST00000454549	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC74A	ENSG00000163040	ENST00000465939	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC74A	ENSG00000163040	ENST00000467992	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
